,video_id,category_1,category_2,rank,task_id
1187534,yhQxMR9S4Ys,Cars & Other Vehicles,Cars,164,71851
266208,yhxNGsEVjFw,Hobbies and Crafts,Crafts,31,89760
706613,yIInSzkHJT4,Food and Entertaining,Drinks,116,118811
604159,YiW3LZfzEpo,Food and Entertaining,Recipes,161,41970
1063138,YkAWz6nuu8M,Pets and Animals,Small and Furry,108,116589
862781,YkclvNfsLB0,Hobbies and Crafts,Photography,144,53003
321564,yKjzTa1IMj8,Cars & Other Vehicles,Trucks,31,17975
208885,yKs468rBe7w,Sports and Fitness,Team Sports,105,47355
85434,YLaJhSAAgrk,Education and Communications,Subjects,2,100645
776274,yl_27l9BVbM,Food and Entertaining,Recipes,171,44283
141339,YMegB6VtTxo,Home and Garden,Disaster Preparedness,42,9911
1190783,ynORUKO1JSI,Home and Garden,Tools,163,5932
716699,yOS5IXQaFLs,Food and Entertaining,Drinks,111,64871
839770,YOW8jDYQVlE,Home and Garden,Home Improvements and Repairs,65,116470
1121230,YPAMZLzfdd0,Food and Entertaining,Recipes,49,120688
503338,YpPVLHu4i3U,Sports and Fitness,Individual Sports,120,122763
226652,yqaqGYiCySI,Food and Entertaining,Drinks,51,32763
885895,YQGG627j6l8,Health,Emotional Health,109,277
324144,YrcyswE3G24,Hobbies and Crafts,Painting,164,5802
614610,YrTjHYeaA6g,Food and Entertaining,Care and Use of Cooking Equipment,95,19807
111685,YsapuInD5DY,Cars & Other Vehicles,Cars,44,40602
368698,YshP3pzL_VU,Food and Entertaining,Drinks,92,26665
1029407,YSSltan_B4w,Home and Garden,Home Improvements and Repairs,87,47386
509162,yT1B7p9RmO0,Food and Entertaining,Drinks,48,16376
1180361,YTca3BuFtjM,Hobbies and Crafts,Woodworking,109,38102
567701,yuCmP0_nrSQ,Home and Garden,Home Improvements and Repairs,146,47951
578909,YWUl18cddqM,Home and Garden,Gardening,60,121952
483394,YXkz015XvQw,Food and Entertaining,Drinks,133,118795
757190,YxvwERFlZhA,Food and Entertaining,Parties,109,59783
610477,yxYbhFs9T7Y,Hobbies and Crafts,Games,73,116209
1007239,yy5dIQcfIpY,Food and Entertaining,Recipes,34,34800
520157,yzkZukUMyvw,Food and Entertaining,Recipes,32,72903
437509,yzmgO--aFlY,Food and Entertaining,Recipes,197,96066
1168132,z-wGu2uoMRI,Home and Garden,Disaster Preparedness,155,9876
536963,Z0NyHU0trmg,Food and Entertaining,Recipes,35,73699
717244,Z14AH4Ef9rE,Home and Garden,Gardening,150,116142
174990,Z1Kx1tkbXC0,Hobbies and Crafts,Crafts,101,113702
898280,z2LXZA18ynI,Food and Entertaining,Recipes,32,69029
215155,z3SXy6k8Rqk,Home and Garden,Gardening,164,95398
272118,z4466Up35VQ,Food and Entertaining,Recipes,17,95437
630960,Z6W0rdsV4NU,Arts and Entertainment,Music,100,105351
1003227,Z7i-I25Kqv8,Hobbies and Crafts,Crafts,134,12891
415111,Z7rLWCfiRVk,Holidays and Traditions,Christmas,149,23081
1219312,Z8BRAFjtYcU,Food and Entertaining,Recipes,114,20892
1223426,Z8g-qma7jLQ,Food and Entertaining,Recipes,55,106368
788663,ZC3uIdi8hJ8,Food and Entertaining,Food Preparation,14,91839
1147374,zCEROuZsIWA,Hobbies and Crafts,Drawing,56,108318
425924,Zd89N8XDelQ,Hobbies and Crafts,Crafts,3,111342
591205,zDfuw4fCNPw,Food and Entertaining,Food Preparation,73,6186
1135512,ZDg0IfjrID4,Home and Garden,Home Improvements and Repairs,112,25371
414819,zdgnBz-UXDE,Hobbies and Crafts,Crafts,41,7164
529272,zDQGtAIlXuE,Hobbies and Crafts,Model Making,1,35178
442550,ZduKlLcvr4U,Food and Entertaining,Recipes,56,105222
959889,zE87X_ptTs4,Home and Garden,Tools,131,80675
681622,ZePgFFDCaYI,Food and Entertaining,Recipes,35,102526
282531,zeuNi7VQ2No,Cars & Other Vehicles,Motorcycles,9,46609
402915,zEYsUXfttIQ,Food and Entertaining,Recipes,155,92476
364884,zfD-0MLrwxY,Hobbies and Crafts,Crafts,162,18073
525933,zFJeDbRtT1Y,Food and Entertaining,Recipes,9,61956
397407,zGSujo8Hf2Y,Food and Entertaining,Breakfast,20,11980
157953,ZhsQ2p7AqRQ,Pets and Animals,Horses,12,110866
676001,Zht9mitzMkc,Home and Garden,Housekeeping,79,7884
11632,ZIjLg_GhSaY,,,76,92813
848393,Zix4QQW6T2g,Hobbies and Crafts,Woodworking,101,81298
1011998,ZJ-8cezgr3s,Food and Entertaining,Parties,33,7748
8157,Zj7NqGs5O74,Food and Entertaining,Food Preparation,57,27712
709662,zj8R2miaexU,Home and Garden,Home Improvements and Repairs,25,13601
1124867,ZJHfaNHKYqg,Home and Garden,Home Improvements and Repairs,35,73414
434048,ZjHNBbpWq4o,Holidays and Traditions,Christmas,37,94240
952092,Zkvb4d0VZcs,Home and Garden,Home Improvements and Repairs,22,22335
393203,zl5oCH3yd1Q,Hobbies and Crafts,Crafts,16,46827
1205762,zlZjJUe7rq4,Home and Garden,Housekeeping,119,118381
489345,ZndXp27-QBQ,Food and Entertaining,Recipes,27,94303
506388,zNWoHPSjd9g,Pets and Animals,Cats,126,3557
47655,Zo-8ofvdxQo,Cars & Other Vehicles,Bicycles,3,29728
1034085,zo8vF0DBxNE,Arts and Entertainment,Music,29,47055
404495,zOl8dS6XYuY,Food and Entertaining,Recipes,8,97583
340668,ZptLjTvseS4,Food and Entertaining,Recipes,25,100937
635639,ZQ8sS2r3UWM,Sports and Fitness,Individual Sports,35,107899
720098,zQSQW879GRQ,Pets and Animals,Cats,120,89496
671916,zQw_VMtJQqM,Computers and Electronics,Software,7,214
831985,ZS6njEZxbk8,Home and Garden,Home Improvements and Repairs,50,3688
779467,zsehc2Q8wzo,Sports and Fitness,Outdoor Recreation,144,92639
277322,ZsSmJq1tr6s,Food and Entertaining,Recipes,82,15417
711575,zsUkb5ujpNU,Food and Entertaining,Recipes,39,24318
1236546,zsvVNljpWX8,Food and Entertaining,Recipes,148,106386
904275,zUlhL1Ldo4g,Food and Entertaining,Recipes,162,95596
416317,ZvogZrtNOSI,Food and Entertaining,Recipes,13,92486
756574,zWI3qF7wWxY,Food and Entertaining,Breakfast,22,105171
286635,zX1WUZNCVA0,Food and Entertaining,Recipes,174,16664
23281,ZXFIdUoVafI,Hobbies and Crafts,Crafts,32,113858
366298,ZxHd1CF8Pd0,Holidays and Traditions,Christmas,82,71055
1186005,ZXQtYm9wxaE,Food and Entertaining,Recipes,169,95625
423060,ZyjK8zhmhwM,Home and Garden,Home Improvements and Repairs,168,96343
138798,ZZ0ooI93yTI,Food and Entertaining,Recipes,16,98126
744397,zzu5wf_Y3Is,Home and Garden,Landscaping and Outdoor Building,54,9518
876487,zzw0RZstCEY,Home and Garden,Disaster Preparedness,119,12439
110030,_2foT2AI6j0,Hobbies and Crafts,Crafts,29,72866
823661,_81mMuX2OpI,Arts and Entertainment,Books,140,107854
535448,_a3xWkiI8Gw,Hobbies and Crafts,Toys,103,83426
1024831,_b5Hxkn7fwY,Food and Entertaining,Drinks,158,74327
243851,_bQOQAmQLhw,Home and Garden,Home Improvements and Repairs,96,36819
70130,_CzEAsQEJeg,Home and Garden,Housekeeping,153,49276
783146,_Eyrh9LbARM,Home and Garden,Home Improvements and Repairs,36,73469
913015,_f7sUXOqAqc,Hobbies and Crafts,Games,54,3778
697626,_FjrdR86yI4,Hobbies and Crafts,Crafts,105,58273
395840,_fWSeC4wTkk,Health,Medication and Medical Equipment,97,122606
718209,_h1kTip8CkU,Food and Entertaining,Food Preparation,165,8103
356037,_hC-CzsY1GM,Health,Medication and Medical Equipment,1,119129
480438,_iAtz3sDwLs,Food and Entertaining,Drinks,18,16414
1234009,_iEXo05oHRE,Pets and Animals,Birds,171,15841
1203537,_jYAGFCnScY,Food and Entertaining,Recipes,45,16684
395070,_kiajj3afHQ,Pets and Animals,Horses,39,37682
71848,_KpuU4s69Q8,Home and Garden,Home Improvements and Repairs,8,102474
676989,_LDA9iUP0hE,Health,Emotional Health,57,244
162024,_LWwcl01uUE,Hobbies and Crafts,Crafts,25,64
521697,_oTW2rEwu5I,Food and Entertaining,Recipes,4,101061
742233,_q4k-okNcBM,Home and Garden,Home Decorating,138,69002
674053,_RLAr4Mslic,Food and Entertaining,Recipes,66,106595
90958,_TeO0AeEkMw,Hobbies and Crafts,Crafts,144,119826
382284,_TZu6SMWod0,Food and Entertaining,Barbecue,148,113794
247973,_V9RoqdPa2k,Cars & Other Vehicles,Cars,115,118115
62854,_w5Q-Vjq_NE,Personal Care and Style,Grooming,155,121920
1090689,_W6Tdl3EjR8,Food and Entertaining,Recipes,148,94236
555945,_WqiUhEfCEU,Food and Entertaining,Parties,18,78475
596228,_wqv54eVdpU,Food and Entertaining,Recipes,92,114882
484612,_ZKKGWU7hHY,Food and Entertaining,Food Preparation,144,75461
159786,_zu7x8rlMK8,Cars & Other Vehicles,Cars,129,74593
843200,__dGYEFKhWw,Hobbies and Crafts,Games,99,51105
